Year,Region,School,School_Key,School Level,grade_level_id,subgroup,Measure_Code,Measure_Name,Essential,Respondent_Type,Score
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,49
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,38
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,51
2024,Unassigned,,NAN,,,ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,45
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,35
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,11
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,38
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,13
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,21
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,4
2024,Unassigned,,NAN,,,4th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,33
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,17
2024,Unassigned,,NAN,,,9th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,10th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,11th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,15
2024,Unassigned,,NAN,,,12th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,24
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,21
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,20
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,13
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,13
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,15
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,12
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,39
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,54
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,20
2024,Unassigned,,NAN,,,4th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,74
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,57
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,17
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,28
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,45
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,33
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,19
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,40
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,39
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,63
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,36
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,12
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,19
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,7
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,50
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,15
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,9th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,10th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,16
2024,Unassigned,,NAN,,,11th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,51
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,30
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,5
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,12
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,12
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,35
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,10
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,40
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,54
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,25
2024,Unassigned,,NAN,,,4th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,99
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,64
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,22
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,41
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,48
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,41
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,40
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,50
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,39
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,14
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,27
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,2
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,4
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,30
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,17
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,3
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,20
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,14
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,46
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,11
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,,1,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,52
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,61
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,41
2024,Unassigned,,NAN,,,4th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,46
2024,Unassigned,,NAN,,,5th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,35
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,60
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,70
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,55
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,64
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,45
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,52
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,2
2024,Unassigned,,NAN,,,ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,53
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,53
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,52
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,25
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,57
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,,2,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,53
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,59
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,43
2024,Unassigned,,NAN,,,9th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,50
2024,Unassigned,,NAN,,,10th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,30
2024,Unassigned,,NAN,,,11th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,95
2024,Unassigned,,NAN,,,12th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,55
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,79
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,34
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,41
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,62
2024,Unassigned,,NAN,,,ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,63
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,52
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,59
2024,Unassigned,,NAN,,,Non-FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,45
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,44
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,54
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,,9,All,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,27
2024,Unassigned,,NAN,,,Boys,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,32
2024,Unassigned,,NAN,,,Girls,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,22
2024,Unassigned,,NAN,,,6th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,50
2024,Unassigned,,NAN,,,7th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,28
2024,Unassigned,,NAN,,,8th Graders,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,1
2024,Unassigned,,NAN,,,Asian,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,42
2024,Unassigned,,NAN,,,Black/African Am,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,36
2024,Unassigned,,NAN,,,Latino,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,40
2024,Unassigned,,NAN,,,White,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,22
2024,Unassigned,,NAN,,,Two or more,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,20
2024,Unassigned,,NAN,,,ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,30
2024,Unassigned,,NAN,,,Non-ELL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,26
2024,Unassigned,,NAN,,,FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,33
2024,Unassigned,,NAN,,,Non-FRL,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,18
2024,Unassigned,,NAN,,,IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,2
2024,Unassigned,,NAN,,,Non-IEP,acno,Peer Support for Academic Work,Supportive Environment (grades 4-8),Student,28
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,,1,All,clar,Course Clarity,Supplemental (grades 6-12),Student,1
2024,Unassigned,,NAN,,,Boys,clar,Course Clarity,Supplemental (grades 6-12),Student,1
2024,Unassigned,,NAN,,,Girls,clar,Course Clarity,Supplemental (grades 6-12),Student,1
2024,Unassigned,,NAN,,,6th Graders,clar,Course Clarity,Supplemental (grades 6-12),Student,2
2024,Unassigned,,NAN,,,7th Graders,clar,Course Clarity,Supplemental (grades 6-12),Student,1
2024,Unassigned,,NAN,,,8th Graders,clar,Course Clarity,Supplemental (grades 6-12),Student,1
